rank_au,whisky,expression,brand,style,age,abv,size_ml,store,state,price_aud,in_stock,product_url,store_url,store_logo,last_seen,source,popularity_group
4,Johnnie Walker Green Label 15YO,Blended Malt Scotch Whisky 700mL,Johnnie Walker,Scotch,,,700,First Choice,AU,94.95,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Johnnie+Walker+Green+Label+15YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 10
5,Chivas Regal 12YO,Blended Scotch Whisky 700mL,Chivas Regal,Scotch,,,700,Dan Murphy's,AU,51.0,True,https://www.danmurphys.com.au/whisky/all?search=Chivas+Regal+12YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 10
5,Chivas Regal 12YO,Blended Scotch Whisky 700mL,Chivas Regal,Scotch,,,700,BWS,AU,52.96,True,https://bws.com.au/spirits/whisky?search=Chivas+Regal+12YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 10
5,Chivas Regal 12YO,Blended Scotch Whisky 700mL,Chivas Regal,Scotch,,,700,Liquorland,AU,56.56,True,https://www.liquorland.com.au/spirits/whisky?search=Chivas+Regal+12YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 10
5,Chivas Regal 12YO,Blended Scotch Whisky 700mL,Chivas Regal,Scotch,,,700,First Choice,AU,54.52,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Chivas+Regal+12YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 10
6,Chivas Regal 18YO,Blended Scotch Whisky 700mL,Chivas Regal,Scotch,,,700,Dan Murphy's,AU,108.0,True,https://www.danmurphys.com.au/whisky/all?search=Chivas+Regal+18YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 10
6,Chivas Regal 18YO,Blended Scotch Whisky 700mL,Chivas Regal,Scotch,,,700,BWS,AU,108.82,True,https://bws.com.au/spirits/whisky?search=Chivas+Regal+18YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 10
6,Chivas Regal 18YO,Blended Scotch Whisky 700mL,Chivas Regal,Scotch,,,700,Liquorland,AU,114.27,False,https://www.liquorland.com.au/spirits/whisky?search=Chivas+Regal+18YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 10
6,Chivas Regal 18YO,Blended Scotch Whisky 700mL,Chivas Regal,Scotch,,,700,First Choice,AU,109.09,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Chivas+Regal+18YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 10
7,Glenfiddich 12YO,Single Malt Scotch Whisky 700mL,Glenfiddich,Scotch,,,700,Dan Murphy's,AU,74.0,True,https://www.danmurphys.com.au/whisky/all?search=Glenfiddich+12YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 10
7,Glenfiddich 12YO,Single Malt Scotch Whisky 700mL,Glenfiddich,Scotch,,,700,BWS,AU,106.0,True,https://bws.com.au/spirits/whisky?search=Glenfiddich+12YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 10
7,Glenfiddich 12YO,Single Malt Scotch Whisky 700mL,Glenfiddich,Scotch,,,700,Liquorland,AU,75.16,True,https://www.liquorland.com.au/spirits/whisky?search=Glenfiddich+12YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 10
7,Glenfiddich 12YO,Single Malt Scotch Whisky 700mL,Glenfiddich,Scotch,,,700,First Choice,AU,71.72,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Glenfiddich+12YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 10
8,Glenfiddich 15YO,Single Malt Scotch Whisky 700mL,Glenfiddich,Scotch,,,700,Dan Murphy's,AU,112.0,True,https://www.danmurphys.com.au/whisky/all?search=Glenfiddich+15YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 10
8,Glenfiddich 15YO,Single Malt Scotch Whisky 700mL,Glenfiddich,Scotch,,,700,BWS,AU,104.82,True,https://bws.com.au/spirits/whisky?search=Glenfiddich+15YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 10
8,Glenfiddich 15YO,Single Malt Scotch Whisky 700mL,Glenfiddich,Scotch,,,700,Liquorland,AU,114.27,True,https://www.liquorland.com.au/spirits/whisky?search=Glenfiddich+15YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 10
8,Glenfiddich 15YO,Single Malt Scotch Whisky 700mL,Glenfiddich,Scotch,,,700,First Choice,AU,110.09,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Glenfiddich+15YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 10
9,Glenfiddich 18YO,Single Malt Scotch Whisky 700mL,Glenfiddich,Scotch,,,700,Dan Murphy's,AU,145.0,True,https://www.danmurphys.com.au/whisky/all?search=Glenfiddich+18YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 10
9,Glenfiddich 18YO,Single Malt Scotch Whisky 700mL,Glenfiddich,Scotch,,,700,BWS,AU,140.1,True,https://bws.com.au/spirits/whisky?search=Glenfiddich+18YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 10
9,Glenfiddich 18YO,Single Malt Scotch Whisky 700mL,Glenfiddich,Scotch,,,700,Liquorland,AU,150.35,True,https://www.liquorland.com.au/spirits/whisky?search=Glenfiddich+18YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 10
9,Glenfiddich 18YO,Single Malt Scotch Whisky 700mL,Glenfiddich,Scotch,,,700,First Choice,AU,146.45,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Glenfiddich+18YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 10
10,The Glenlivet Founder's Reserve,Single Malt Scotch Whisky 700mL,The Glenlivet,Scotch,,,700,Dan Murphy's,AU,75.0,True,https://www.danmurphys.com.au/whisky/all?search=The+Glenlivet+Founder's+Reserve,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 10
10,The Glenlivet Founder's Reserve,Single Malt Scotch Whisky 700mL,The Glenlivet,Scotch,,,700,BWS,AU,75.52,False,https://bws.com.au/spirits/whisky?search=The+Glenlivet+Founder's+Reserve,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 10
10,The Glenlivet Founder's Reserve,Single Malt Scotch Whisky 700mL,The Glenlivet,Scotch,,,700,Liquorland,AU,78.22,True,https://www.liquorland.com.au/spirits/whisky?search=The+Glenlivet+Founder's+Reserve,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 10
10,The Glenlivet Founder's Reserve,Single Malt Scotch Whisky 700mL,The Glenlivet,Scotch,,,700,First Choice,AU,74.74,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=The+Glenlivet+Founder's+Reserve,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 10
11,The Glenlivet 12YO,Single Malt Scotch Whisky 700mL,The Glenlivet,Scotch,,,700,Dan Murphy's,AU,79.0,True,https://www.danmurphys.com.au/whisky/all?search=The+Glenlivet+12YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
11,The Glenlivet 12YO,Single Malt Scotch Whisky 700mL,The Glenlivet,Scotch,,,700,BWS,AU,79.42,True,https://bws.com.au/spirits/whisky?search=The+Glenlivet+12YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
11,The Glenlivet 12YO,Single Malt Scotch Whisky 700mL,The Glenlivet,Scotch,,,700,Liquorland,AU,79.37,True,https://www.liquorland.com.au/spirits/whisky?search=The+Glenlivet+12YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
11,The Glenlivet 12YO,Single Malt Scotch Whisky 700mL,The Glenlivet,Scotch,,,700,First Choice,AU,79.79,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=The+Glenlivet+12YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
12,Monkey Shoulder,Blended Malt Scotch Whisky 700mL,Monkey Shoulder,Scotch,,,700,Dan Murphy's,AU,61.0,False,https://www.danmurphys.com.au/whisky/all?search=Monkey+Shoulder,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
12,Monkey Shoulder,Blended Malt Scotch Whisky 700mL,Monkey Shoulder,Scotch,,,700,BWS,AU,59.84,True,https://bws.com.au/spirits/whisky?search=Monkey+Shoulder,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
12,Monkey Shoulder,Blended Malt Scotch Whisky 700mL,Monkey Shoulder,Scotch,,,700,Liquorland,AU,62.74,True,https://www.liquorland.com.au/spirits/whisky?search=Monkey+Shoulder,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
12,Monkey Shoulder,Blended Malt Scotch Whisky 700mL,Monkey Shoulder,Scotch,,,700,First Choice,AU,61.58,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Monkey+Shoulder,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
13,Jameson Irish Whiskey,Irish Whiskey 700mL,Jameson,Irish,,,700,Dan Murphy's,AU,52.0,True,https://www.danmurphys.com.au/whisky/all?search=Jameson+Irish+Whiskey,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
13,Jameson Irish Whiskey,Irish Whiskey 700mL,Jameson,Irish,,,700,BWS,AU,53.96,True,https://bws.com.au/spirits/whisky?search=Jameson+Irish+Whiskey,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
13,Jameson Irish Whiskey,Irish Whiskey 700mL,Jameson,Irish,,,700,Liquorland,AU,54.56,True,https://www.liquorland.com.au/spirits/whisky?search=Jameson+Irish+Whiskey,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
13,Jameson Irish Whiskey,Irish Whiskey 700mL,Jameson,Irish,,,700,First Choice,AU,54.52,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Jameson+Irish+Whiskey,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
14,Jameson Black Barrel,Irish Whiskey 700mL,Jameson,Irish,,,700,Dan Murphy's,AU,73.0,True,https://www.danmurphys.com.au/whisky/all?search=Jameson+Black+Barrel,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
14,Jameson Black Barrel,Irish Whiskey 700mL,Jameson,Irish,,,700,BWS,AU,73.5,True,https://bws.com.au/spirits/whisky?search=Jameson+Black+Barrel,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
14,Jameson Black Barrel,Irish Whiskey 700mL,Jameson,Irish,,,700,Liquorland,AU,76.25,True,https://www.liquorland.com.au/spirits/whisky?search=Jameson+Black+Barrel,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
14,Jameson Black Barrel,Irish Whiskey 700mL,Jameson,Irish,,,700,First Choice,AU,76.75,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Jameson+Black+Barrel,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
15,Canadian Club Original 8YO,Blended Canadian Whisky 700mL,Canadian Club,Canadian,,,700,Dan Murphy's,AU,47.0,True,https://www.danmurphys.com.au/whisky/all?search=Canadian+Club+Original+8YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
15,Canadian Club Original 8YO,Blended Canadian Whisky 700mL,Canadian Club,Canadian,,,700,BWS,AU,45.08,True,https://bws.com.au/spirits/whisky?search=Canadian+Club+Original+8YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
15,Canadian Club Original 8YO,Blended Canadian Whisky 700mL,Canadian Club,Canadian,,,700,Liquorland,AU,48.38,True,https://www.liquorland.com.au/spirits/whisky?search=Canadian+Club+Original+8YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
15,Canadian Club Original 8YO,Blended Canadian Whisky 700mL,Canadian Club,Canadian,,,700,First Choice,AU,46.46,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Canadian+Club+Original+8YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
16,Canadian Club 12YO,Blended Canadian Whisky 700mL,Canadian Club,Canadian,,,700,Dan Murphy's,AU,58.0,True,https://www.danmurphys.com.au/whisky/all?search=Canadian+Club+12YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
16,Canadian Club 12YO,Blended Canadian Whisky 700mL,Canadian Club,Canadian,,,700,BWS,AU,57.84,True,https://bws.com.au/spirits/whisky?search=Canadian+Club+12YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
16,Canadian Club 12YO,Blended Canadian Whisky 700mL,Canadian Club,Canadian,,,700,Liquorland,AU,58.74,True,https://www.liquorland.com.au/spirits/whisky?search=Canadian+Club+12YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
16,Canadian Club 12YO,Blended Canadian Whisky 700mL,Canadian Club,Canadian,,,700,First Choice,AU,57.58,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Canadian+Club+12YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
17,Jack Daniel's Old No. 7,Tennessee Whiskey 700mL,Jack Daniel's,American,,,700,Dan Murphy's,AU,53.0,False,https://www.danmurphys.com.au/whisky/all?search=Jack+Daniel's+Old+No.+7,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
17,Jack Daniel's Old No. 7,Tennessee Whiskey 700mL,Jack Daniel's,American,,,700,BWS,AU,54.92,True,https://bws.com.au/spirits/whisky?search=Jack+Daniel's+Old+No.+7,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
17,Jack Daniel's Old No. 7,Tennessee Whiskey 700mL,Jack Daniel's,American,,,700,Liquorland,AU,55.62,False,https://www.liquorland.com.au/spirits/whisky?search=Jack+Daniel's+Old+No.+7,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
17,Jack Daniel's Old No. 7,Tennessee Whiskey 700mL,Jack Daniel's,American,,,700,First Choice,AU,55.54,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Jack+Daniel's+Old+No.+7,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
18,Jack Daniel's Gentleman Jack,Tennessee Whiskey 700mL,Jack Daniel's,American,,,700,Dan Murphy's,AU,68.0,True,https://www.danmurphys.com.au/whisky/all?search=Jack+Daniel's+Gentleman+Jack,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
18,Jack Daniel's Gentleman Jack,Tennessee Whiskey 700mL,Jack Daniel's,American,,,700,BWS,AU,63.68,True,https://bws.com.au/spirits/whisky?search=Jack+Daniel's+Gentleman+Jack,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
18,Jack Daniel's Gentleman Jack,Tennessee Whiskey 700mL,Jack Daniel's,American,,,700,Liquorland,AU,69.98,True,https://www.liquorland.com.au/spirits/whisky?search=Jack+Daniel's+Gentleman+Jack,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
18,Jack Daniel's Gentleman Jack,Tennessee Whiskey 700mL,Jack Daniel's,American,,,700,First Choice,AU,69.66,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Jack+Daniel's+Gentleman+Jack,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
19,Jack Daniel's Single Barrel,Tennessee Whiskey 700mL,Jack Daniel's,American,,,700,Dan Murphy's,AU,86.0,True,https://www.danmurphys.com.au/whisky/all?search=Jack+Daniel's+Single+Barrel,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
19,Jack Daniel's Single Barrel,Tennessee Whiskey 700mL,Jack Daniel's,American,,,700,BWS,AU,89.24,True,https://bws.com.au/spirits/whisky?search=Jack+Daniel's+Single+Barrel,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
19,Jack Daniel's Single Barrel,Tennessee Whiskey 700mL,Jack Daniel's,American,,,700,Liquorland,AU,91.64,True,https://www.liquorland.com.au/spirits/whisky?search=Jack+Daniel's+Single+Barrel,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
19,Jack Daniel's Single Barrel,Tennessee Whiskey 700mL,Jack Daniel's,American,,,700,First Choice,AU,89.88,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Jack+Daniel's+Single+Barrel,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
20,Jack Daniel's Tennessee Apple,Flavoured Whiskey 700mL,Jack Daniel's,American,,,700,Dan Murphy's,AU,58.0,True,https://www.danmurphys.com.au/whisky/all?search=Jack+Daniel's+Tennessee+Apple,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
20,Jack Daniel's Tennessee Apple,Flavoured Whiskey 700mL,Jack Daniel's,American,,,700,BWS,AU,52.9,False,https://bws.com.au/spirits/whisky?search=Jack+Daniel's+Tennessee+Apple,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
20,Jack Daniel's Tennessee Apple,Flavoured Whiskey 700mL,Jack Daniel's,American,,,700,Liquorland,AU,55.65,True,https://www.liquorland.com.au/spirits/whisky?search=Jack+Daniel's+Tennessee+Apple,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
20,Jack Daniel's Tennessee Apple,Flavoured Whiskey 700mL,Jack Daniel's,American,,,700,First Choice,AU,53.55,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Jack+Daniel's+Tennessee+Apple,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
21,Jim Beam White Label,Bourbon Whiskey 700mL,Jim Beam,American,,,700,Dan Murphy's,AU,43.0,True,https://www.danmurphys.com.au/whisky/all?search=Jim+Beam+White+Label,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
21,Jim Beam White Label,Bourbon Whiskey 700mL,Jim Beam,American,,,700,BWS,AU,46.1,True,https://bws.com.au/spirits/whisky?search=Jim+Beam+White+Label,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
21,Jim Beam White Label,Bourbon Whiskey 700mL,Jim Beam,American,,,700,Liquorland,AU,44.35,True,https://www.liquorland.com.au/spirits/whisky?search=Jim+Beam+White+Label,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
21,Jim Beam White Label,Bourbon Whiskey 700mL,Jim Beam,American,,,700,First Choice,AU,47.45,False,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Jim+Beam+White+Label,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
22,Jim Beam Black,Bourbon Whiskey 700mL,Jim Beam,American,,,700,Dan Murphy's,AU,51.0,True,https://www.danmurphys.com.au/whisky/all?search=Jim+Beam+Black,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
22,Jim Beam Black,Bourbon Whiskey 700mL,Jim Beam,American,,,700,BWS,AU,49.96,True,https://bws.com.au/spirits/whisky?search=Jim+Beam+Black,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
22,Jim Beam Black,Bourbon Whiskey 700mL,Jim Beam,American,,,700,Liquorland,AU,53.56,True,https://www.liquorland.com.au/spirits/whisky?search=Jim+Beam+Black,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
22,Jim Beam Black,Bourbon Whiskey 700mL,Jim Beam,American,,,700,First Choice,AU,53.52,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Jim+Beam+Black,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
23,Maker's Mark,Kentucky Straight Bourbon 700mL,Maker's Mark,American,,,700,Dan Murphy's,AU,63.0,True,https://www.danmurphys.com.au/whisky/all?search=Maker's+Mark,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
23,Maker's Mark,Kentucky Straight Bourbon 700mL,Maker's Mark,American,,,700,BWS,AU,61.76,True,https://bws.com.au/spirits/whisky?search=Maker's+Mark,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
